[2018-01-25 15:54:39,934] - logger.py] - INFO: ---ע�������ֻ��ţ����Ͷ�����֤�뿪ʼ---
[2018-01-25 17:25:03,016] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:25:03,019] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:25:03,069] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:25:18,900] - logger.py] - INFO: 开始登录
[2018-01-25 17:25:19,022] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:25:19,125] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:25:19,134] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:25:21,308] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:25:21,315] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:25:21,361] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:25:23,946] - logger.py] - INFO: 开始登录
[2018-01-25 17:25:24,072] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:25:24,171] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:25:24,180] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:25:26,296] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:25:26,308] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:25:26,385] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:25:28,509] - logger.py] - INFO: 开始登录
[2018-01-25 17:25:28,684] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:25:28,836] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:25:28,845] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:25:32,736] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:25:32,744] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:25:32,884] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:25:45,197] - logger.py] - INFO: 开始登录
[2018-01-25 17:25:45,394] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:25:45,555] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:25:45,565] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:25:47,842] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:25:47,849] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:25:47,980] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:26:16,096] - logger.py] - INFO: 开始登录
[2018-01-25 17:26:16,243] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:26:16,351] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:26:16,354] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:26:18,503] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:26:18,510] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:26:18,573] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:26:22,039] - logger.py] - INFO: 开始登录
[2018-01-25 17:26:22,200] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:26:22,339] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:26:22,342] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:26:24,447] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:26:24,448] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:26:24,582] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:26:26,578] - logger.py] - INFO: 开始登录
[2018-01-25 17:26:26,818] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:26:26,979] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:26:26,983] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:26:29,127] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:26:29,128] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:26:29,255] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:26:35,726] - logger.py] - INFO: 开始登录
[2018-01-25 17:26:36,226] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:26:36,698] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:26:36,709] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:26:51,466] - logger.py] - INFO: 开始登录
[2018-01-25 17:26:51,729] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:26:51,928] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:26:51,944] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:27:03,230] - logger.py] - INFO: 开始登录
[2018-01-25 17:27:03,407] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:27:03,556] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:27:03,566] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:27:05,730] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:27:05,740] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:27:05,828] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:27:42,552] - logger.py] - INFO: 开始登录
[2018-01-25 17:27:42,660] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:27:42,756] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:27:42,759] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:27:44,861] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:27:44,865] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:27:44,947] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:27:50,782] - logger.py] - INFO: 开始登录
[2018-01-25 17:27:51,153] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:27:51,489] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:27:51,496] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:27:53,799] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:27:53,809] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:27:54,084] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:28:03,556] - logger.py] - INFO: 开始登录
[2018-01-25 17:28:03,697] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:28:03,832] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:28:03,841] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:28:09,025] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:28:09,033] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:28:09,121] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:28:14,085] - logger.py] - INFO: 开始登录
[2018-01-25 17:28:14,204] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:28:14,295] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:28:14,308] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:28:16,440] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:28:16,447] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:28:16,542] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:28:27,010] - logger.py] - INFO: 开始登录
[2018-01-25 17:28:27,135] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:28:27,293] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:28:27,302] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:28:29,428] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:28:29,437] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:28:29,486] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:28:33,213] - logger.py] - INFO: 开始登录
[2018-01-25 17:28:33,368] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:28:33,493] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:28:33,503] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:28:35,612] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:28:35,621] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:28:35,691] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:28:46,943] - logger.py] - INFO: 开始登录
[2018-01-25 17:28:47,207] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:28:47,335] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:28:47,345] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:28:49,713] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:28:49,726] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:28:49,903] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:28:52,772] - logger.py] - INFO: 开始登录
[2018-01-25 17:28:52,934] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:28:53,092] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:28:53,101] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:28:55,207] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:28:55,214] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:28:55,286] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:29:08,134] - logger.py] - INFO: 开始登录
[2018-01-25 17:29:08,303] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:29:08,436] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:29:08,444] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:29:10,631] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:29:10,640] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:29:10,713] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:29:17,869] - logger.py] - INFO: 开始登录
[2018-01-25 17:29:18,099] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:29:18,292] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:29:18,302] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:29:20,483] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:29:20,494] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:29:20,607] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:29:27,420] - logger.py] - INFO: 开始登录
[2018-01-25 17:29:27,578] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:29:27,720] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:29:27,729] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:29:29,969] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:29:29,980] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:29:30,082] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:29:46,904] - logger.py] - INFO: 开始登录
[2018-01-25 17:29:47,062] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:29:47,217] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:29:47,226] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:29:49,507] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:29:49,515] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:29:49,594] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:30:00,969] - logger.py] - INFO: 开始登录
[2018-01-25 17:30:01,158] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:30:01,322] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:30:01,336] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:30:03,492] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:30:03,502] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:30:03,631] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:30:34,178] - logger.py] - INFO: 开始登录
[2018-01-25 17:30:34,641] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:30:35,062] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:30:35,075] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:30:37,427] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:30:37,434] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:30:37,806] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:44:11,877] - logger.py] - INFO: 开始登录
[2018-01-25 17:44:12,036] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:44:12,165] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:44:12,174] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:44:15,253] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:44:15,269] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:44:15,357] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:47:10,384] - logger.py] - INFO: 开始登录
[2018-01-25 17:47:10,555] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:47:10,657] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:47:10,665] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:47:14,052] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:47:14,059] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:47:14,141] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 17:53:58,622] - logger.py] - INFO: 开始登录
[2018-01-25 17:53:58,736] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 17:53:58,855] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 17:53:58,865] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 17:54:01,098] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 17:54:01,112] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 17:54:01,174] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 18:00:01,497] - logger.py] - INFO: 开始登录
[2018-01-25 18:00:01,647] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:00:01,750] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:00:01,757] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 18:00:04,017] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:00:04,025] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:00:13,828] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 18:01:54,424] - logger.py] - INFO: 开始登录
[2018-01-25 18:01:54,536] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:01:54,614] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:01:54,621] - logger.py] - INFO: ---调用出金设置交易金额接口开始---
[2018-01-25 18:01:56,759] - logger.py] - INFO: ---调用出金设置交易金额接口结束---
[2018-01-25 18:01:56,765] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:01:58,816] - logger.py] - INFO: ---出金成功返回结果---
[2018-01-25 18:05:04,019] - logger.py] - INFO: 开始登录
[2018-01-25 18:05:04,184] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:05:04,305] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:05:04,312] - logger.py] - INFO: ---调用出金设置交易金额接口开始---
[2018-01-25 18:05:12,868] - logger.py] - INFO: ---调用出金设置交易金额接口结束---
[2018-01-25 18:05:12,881] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:05:16,323] - logger.py] - INFO: ---出金成功返回结果---
[2018-01-25 18:08:19,055] - logger.py] - INFO: 开始登录
[2018-01-25 18:08:19,183] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:08:19,269] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:08:19,278] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 18:08:21,394] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:08:21,404] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:08:58,068] - logger.py] - INFO: 开始登录
[2018-01-25 18:08:58,191] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:08:58,286] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:08:58,292] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 18:09:00,394] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:09:00,401] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:09:52,663] - logger.py] - INFO: 开始登录
[2018-01-25 18:09:52,822] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:09:52,914] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:09:52,917] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 18:09:55,006] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:09:55,009] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:10:19,559] - logger.py] - INFO: 开始登录
[2018-01-25 18:10:19,714] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:10:19,842] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:10:19,849] - logger.py] - INFO: ---调用出金设置交易金额接口开始---
[2018-01-25 18:10:21,937] - logger.py] - INFO: ---调用出金设置交易金额接口结束---
[2018-01-25 18:10:21,944] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:10:25,003] - logger.py] - INFO: ---出金成功返回结果---
[2018-01-25 18:11:56,198] - logger.py] - INFO: 开始登录
[2018-01-25 18:11:56,369] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:11:56,513] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:11:56,520] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 18:11:58,855] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:11:58,862] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:12:47,549] - logger.py] - INFO: 开始登录
[2018-01-25 18:12:47,673] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:12:47,760] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:12:47,769] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 18:12:49,940] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:12:49,941] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:13:30,279] - logger.py] - INFO: 开始登录
[2018-01-25 18:13:30,387] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:13:30,473] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:13:30,480] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
